pcketID,srcIP,dstIP,srcPort,dstPort,ethSrc,ethDst,proto,startTime,endTime,hash1,hash2,totalAppPktCount,totalAppFrameLen,minAppPktLen,maxAppPktLen,Label
175731,192.168.1.193,192.168.1.223,4123,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:09,9/23/2016 2:09,-1402852006,-1456169856,5,3700,0,1428,Belkin wemo motion sensor
175732,192.168.1.193,192.168.1.223,4125,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:09,9/23/2016 2:09,-100971972,-514562358,5,3700,0,1428,Belkin wemo motion sensor
175733,192.168.1.193,192.168.1.249,4435,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:09,9/23/2016 2:09,1680874087,-1882376441,2,1316,0,1150,Belkin wemo motion sensor
175734,192.168.1.193,192.168.1.249,4437,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:09,9/23/2016 2:09,-2074212515,-874077507,2,1316,0,1150,Belkin wemo motion sensor
175776,192.168.1.193,192.168.1.223,4127,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:09,9/23/2016 2:09,-640852666,-1522861292,5,3700,0,1428,Belkin wemo motion sensor
176973,192.168.1.193,192.168.1.249,4489,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:12,9/23/2016 2:12,-1780192556,-884415015,2,1316,0,1150,Belkin wemo motion sensor
176983,192.168.1.193,192.168.1.223,3614,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:12,9/23/2016 2:12,-1691201962,1759512793,5,3700,0,1428,Belkin wemo motion sensor
176985,192.168.1.193,192.168.1.223,3615,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:12,9/23/2016 2:12,-691211695,-1433436802,5,3700,0,1428,Belkin wemo motion sensor
176995,192.168.1.193,192.168.1.223,3617,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:12,9/23/2016 2:12,-151331001,1758493000,5,3700,0,1428,Belkin wemo motion sensor
177038,192.168.1.193,192.168.1.223,3619,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:12,9/23/2016 2:12,-1506795,-40432918,5,3700,0,1428,Belkin wemo motion sensor
177052,192.168.1.193,192.168.1.223,3621,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:12,9/23/2016 2:12,70754010,743001491,5,3700,0,1428,Belkin wemo motion sensor
177054,192.168.1.193,192.168.1.223,3622,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:12,9/23/2016 2:12,-389355563,-1462053704,5,3700,0,1428,Belkin wemo motion sensor
177067,192.168.1.193,192.168.1.223,3623,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:12,9/23/2016 2:12,610634704,-360036003,5,3700,0,1428,Belkin wemo motion sensor
177069,192.168.1.193,192.168.1.223,3624,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:12,9/23/2016 2:12,-1691235597,-292324774,5,3700,0,1428,Belkin wemo motion sensor
178151,192.168.1.193,192.168.1.223,3630,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:15,9/23/2016 2:15,-929130752,-1764527423,5,3700,0,1428,Belkin wemo motion sensor
178153,192.168.1.193,192.168.1.249,4507,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:15,9/23/2016 2:15,1142914595,368001176,2,1316,0,1150,Belkin wemo motion sensor
178155,192.168.1.193,192.168.1.223,3632,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:15,9/23/2016 2:15,-389250058,697352459,5,3700,0,1428,Belkin wemo motion sensor
178189,192.168.1.193,192.168.1.223,3633,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:15,9/23/2016 2:15,610740209,-197350928,5,3700,0,1428,Belkin wemo motion sensor
178192,192.168.1.193,192.168.1.223,3634,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:15,9/23/2016 2:15,-1691130092,437608533,5,3700,0,1428,Belkin wemo motion sensor
179138,192.168.1.193,192.168.1.249,3293,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:18,9/23/2016 2:18,2049090530,-1291999288,2,1316,0,1150,Belkin wemo motion sensor
180094,192.168.1.193,192.168.1.249,3307,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:20,9/23/2016 2:20,1733537308,1189133810,2,1316,0,1150,Belkin wemo motion sensor
180097,192.168.1.193,192.168.1.249,3308,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:20,9/23/2016 2:20,-1036595383,1936631521,2,1316,0,1150,Belkin wemo motion sensor
180099,192.168.1.193,192.168.1.223,4677,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:20,9/23/2016 2:20,-154818938,865262144,5,3700,0,1428,Belkin wemo motion sensor
180919,192.168.1.193,192.168.1.249,3915,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:22,9/23/2016 2:22,-241970141,1550100646,2,1316,0,1150,Belkin wemo motion sensor
180941,192.168.1.193,192.168.1.223,4959,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:22,9/23/2016 2:22,-1801385111,-2145872685,5,3700,0,1428,Belkin wemo motion sensor
180943,192.168.1.193,192.168.1.249,3920,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:22,9/23/2016 2:22,670511957,-1767842565,2,1316,0,1150,Belkin wemo motion sensor
181849,192.168.1.193,192.168.1.249,3925,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:25,9/23/2016 2:25,-242147514,737884444,2,1316,0,1150,Belkin wemo motion sensor
181850,192.168.1.193,192.168.1.249,3926,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:25,9/23/2016 2:25,1972391991,1303670859,2,1316,0,1150,Belkin wemo motion sensor
181874,192.168.1.193,192.168.1.223,4969,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:25,9/23/2016 2:25,-1801490740,-1953434378,5,3700,0,1428,Belkin wemo motion sensor
181903,192.168.1.193,192.168.1.223,4971,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:25,9/23/2016 2:25,-1873751421,2120731407,5,3700,0,1428,Belkin wemo motion sensor
182687,192.168.1.193,192.168.1.249,3959,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:27,9/23/2016 2:27,-1076128885,-1796848743,2,1316,0,1150,Belkin wemo motion sensor
182693,192.168.1.193,192.168.1.223,3601,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:27,9/23/2016 2:27,70682140,279150288,5,3700,0,1428,Belkin wemo motion sensor
182725,192.168.1.193,192.168.1.223,3602,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:27,9/23/2016 2:27,-389427433,-1382764767,2,350,0,218,Belkin wemo motion sensor
182758,192.168.1.193,192.168.1.249,3965,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:27,9/23/2016 2:27,-242012478,-2060927190,2,1316,0,1150,Belkin wemo motion sensor
182759,192.168.1.193,192.168.1.223,3605,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:27,9/23/2016 2:27,-691317200,-1813681052,5,3700,0,1428,Belkin wemo motion sensor
182789,192.168.1.193,192.168.1.223,3607,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:27,9/23/2016 2:27,-151436506,-75332198,5,3700,0,1428,Belkin wemo motion sensor
183949,192.168.1.193,192.168.1.249,3971,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:30,9/23/2016 2:30,-1003906315,-852808860,2,1316,0,1150,Belkin wemo motion sensor
183950,192.168.1.193,192.168.1.249,3973,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:30,9/23/2016 2:30,-464025621,1609071022,2,1316,0,1150,Belkin wemo motion sensor
183951,192.168.1.193,192.168.1.249,3975,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:30,9/23/2016 2:30,-241906975,-919500296,2,1316,0,1150,Belkin wemo motion sensor
183952,192.168.1.193,192.168.1.223,3611,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:30,9/23/2016 2:30,70787645,-796071342,5,3700,0,1428,Belkin wemo motion sensor
183995,192.168.1.193,192.168.1.249,3978,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:30,9/23/2016 2:30,598458056,-1423994857,2,1316,0,1150,Belkin wemo motion sensor
184004,192.168.1.193,192.168.1.223,3618,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:30,9/23/2016 2:30,-1001497062,-1116321713,5,3700,0,1428,Belkin wemo motion sensor
184013,192.168.1.193,192.168.1.223,3620,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:30,9/23/2016 2:30,-929236257,-333022794,5,3700,0,1428,Belkin wemo motion sensor
184812,192.168.1.193,192.168.1.223,3857,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:32,9/23/2016 2:32,-570545319,-2035813136,5,3700,0,1428,Belkin wemo motion sensor
184813,192.168.1.193,192.168.1.249,4016,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:32,9/23/2016 2:32,-634118896,567959249,2,1316,0,1150,Belkin wemo motion sensor
184818,192.168.1.193,192.168.1.249,4019,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:32,9/23/2016 2:32,-863714223,-105519808,2,1316,0,1150,Belkin wemo motion sensor
184834,192.168.1.193,192.168.1.223,3862,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:32,9/23/2016 2:32,1962398735,657385396,5,3700,0,1428,Belkin wemo motion sensor
184848,192.168.1.193,192.168.1.223,3864,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:32,9/23/2016 2:32,-1030688527,-512343534,5,3700,0,1428,Belkin wemo motion sensor
184853,192.168.1.193,192.168.1.249,4023,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:32,9/23/2016 2:32,-396089860,1315156383,2,1316,0,1150,Belkin wemo motion sensor
184873,192.168.1.193,192.168.1.249,4024,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:32,9/23/2016 2:32,-1173961481,-1559952188,2,1316,0,1150,Belkin wemo motion sensor
185923,192.168.1.193,192.168.1.249,4028,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:35,9/23/2016 2:35,-1863666381,1397027926,2,1316,0,1150,Belkin wemo motion sensor
185926,192.168.1.193,192.168.1.249,4029,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:35,9/23/2016 2:35,-863676114,148677489,2,1316,0,1150,Belkin wemo motion sensor
185948,192.168.1.193,192.168.1.223,3874,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:35,9/23/2016 2:35,-1030583022,-1809128289,5,3700,0,1428,Belkin wemo motion sensor
185951,192.168.1.193,192.168.1.223,3876,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:35,9/23/2016 2:35,-1570463716,23959125,5,3700,0,1428,Belkin wemo motion sensor
186842,192.168.1.193,192.168.1.249,4098,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:37,9/23/2016 2:37,-1863991986,-2038830406,2,1316,0,1150,Belkin wemo motion sensor
187963,192.168.1.193,192.168.1.249,4105,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:40,9/23/2016 2:40,-1251777639,-1111188917,2,1316,0,1150,Belkin wemo motion sensor
187964,192.168.1.193,192.168.1.249,4106,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:40,9/23/2016 2:40,962761866,-680190352,2,1316,0,1150,Belkin wemo motion sensor
188999,192.168.1.193,192.168.1.249,4870,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:43,9/23/2016 2:43,-925113192,972049196,2,1316,0,1150,Belkin wemo motion sensor
189001,192.168.1.193,192.168.1.249,4871,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:43,9/23/2016 2:43,74877075,-276301241,2,1316,0,1150,Belkin wemo motion sensor
189002,192.168.1.193,192.168.1.249,4872,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:43,9/23/2016 2:43,-385232498,-1584569246,2,1316,0,1150,Belkin wemo motion sensor
189028,192.168.1.193,192.168.1.249,4874,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:43,9/23/2016 2:43,-163113852,905357760,2,1316,0,1150,Belkin wemo motion sensor
189986,192.168.1.193,192.168.1.249,4883,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:45,9/23/2016 2:45,614499678,-701140504,2,1316,0,1150,Belkin wemo motion sensor
189987,192.168.1.193,192.168.1.249,4884,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:45,9/23/2016 2:45,-163371943,-175485659,2,1316,0,1150,Belkin wemo motion sensor
190813,192.168.1.193,192.168.1.249,3216,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:47,9/23/2016 2:47,1811387099,-474179103,2,1316,0,1150,Belkin wemo motion sensor
190815,192.168.1.193,192.168.1.249,3217,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:47,9/23/2016 2:47,-1483589930,-1368882490,2,1316,0,1150,Belkin wemo motion sensor
190816,192.168.1.193,192.168.1.223,4930,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:47,9/23/2016 2:47,-199227646,1537708270,5,3700,0,1428,Belkin wemo motion sensor
190850,192.168.1.193,192.168.1.223,4932,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:47,9/23/2016 2:47,-739108340,-200640584,5,3700,0,1428,Belkin wemo motion sensor
191866,192.168.1.193,192.168.1.223,4937,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:49,9/23/2016 2:49,-1651767811,1658081858,5,3700,0,1428,Belkin wemo motion sensor
191868,192.168.1.193,192.168.1.249,3227,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:49,9/23/2016 2:49,-1483767303,-1344045188,2,1316,0,1150,Belkin wemo motion sensor
191869,192.168.1.193,192.168.1.249,3229,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:49,9/23/2016 2:49,-1633591509,424253746,2,1316,0,1150,Belkin wemo motion sensor
191916,192.168.1.193,192.168.1.249,3231,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:49,9/23/2016 2:49,-1705780446,-999602341,2,1316,0,1150,Belkin wemo motion sensor
192936,192.168.1.193,192.168.1.223,4947,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:52,9/23/2016 2:52,-1651594664,999196251,2,349,0,176,Belkin wemo motion sensor
192968,192.168.1.193,192.168.1.249,3240,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:52,9/23/2016 2:52,1589297986,1504731485,2,1316,0,1150,Belkin wemo motion sensor
193929,192.168.1.193,192.168.1.249,3641,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:54,9/23/2016 2:54,1673131177,460727622,2,1316,0,1150,Belkin wemo motion sensor
195133,192.168.1.193,192.168.1.249,4256,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:57,9/23/2016 2:57,1812427230,1975538975,2,1316,0,1150,Belkin wemo motion sensor
195135,192.168.1.193,192.168.1.249,4257,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:57,9/23/2016 2:57,-1482549799,1080835588,2,1316,0,1150,Belkin wemo motion sensor
195136,192.168.1.193,192.168.1.223,4798,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:57,9/23/2016 2:57,591578862,-1277274867,5,3700,0,1428,Belkin wemo motion sensor
196041,192.168.1.193,192.168.1.249,4265,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:59,9/23/2016 3:00,-942630996,-736571735,2,1316,0,1150,Belkin wemo motion sensor
196042,192.168.1.193,192.168.1.249,4269,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 2:59,9/23/2016 3:00,-1632335896,-1430152683,2,1316,0,1150,Belkin wemo motion sensor
196092,192.168.1.193,192.168.1.223,4812,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:59,9/23/2016 3:00,1959016303,-2046612434,5,3700,0,1428,Belkin wemo motion sensor
196120,192.168.1.193,192.168.1.223,4814,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:59,9/23/2016 3:00,-1034070959,-326768668,5,3700,0,1428,Belkin wemo motion sensor
196150,192.168.1.193,192.168.1.223,4816,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:59,9/23/2016 3:00,-1573951653,1506318746,5,3700,0,1428,Belkin wemo motion sensor
196152,192.168.1.193,192.168.1.223,4817,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 2:59,9/23/2016 3:00,-573961386,611615359,5,3700,0,1428,Belkin wemo motion sensor
197021,192.168.1.193,192.168.1.249,3618,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 3:02,9/23/2016 3:02,745405817,-1106449480,2,1316,0,1150,Belkin wemo motion sensor
197023,192.168.1.193,192.168.1.223,4571,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:02,9/23/2016 3:02,-1778959593,-526274798,5,3700,0,1428,Belkin wemo motion sensor
197068,192.168.1.193,192.168.1.223,4575,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:02,9/23/2016 3:02,1754008363,-459583362,5,3700,0,1428,Belkin wemo motion sensor
197073,192.168.1.193,192.168.1.223,4577,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:02,9/23/2016 3:02,1214127669,2097035080,5,3700,0,1428,Belkin wemo motion sensor
197096,192.168.1.193,192.168.1.249,3627,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 3:02,9/23/2016 3:02,371044237,1042738782,2,1316,0,1150,Belkin wemo motion sensor
197141,192.168.1.193,192.168.1.223,4581,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:02,9/23/2016 3:02,-1779344014,277333663,5,3700,0,1428,Belkin wemo motion sensor
198015,192.168.1.193,192.168.1.249,3633,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 3:04,9/23/2016 3:04,1133149080,-497792471,2,1316,0,1150,Belkin wemo motion sensor
198040,192.168.1.193,192.168.1.223,4588,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:04,9/23/2016 3:04,-176979643,919405117,5,3700,0,1428,Belkin wemo motion sensor
198042,192.168.1.193,192.168.1.223,4589,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:04,9/23/2016 3:04,-1851638454,-1698327912,5,3700,0,1428,Belkin wemo motion sensor
198043,192.168.1.193,192.168.1.223,4590,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:04,9/23/2016 3:04,-104651444,2081156070,5,3700,0,1428,Belkin wemo motion sensor
198083,192.168.1.193,192.168.1.223,4591,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:04,9/23/2016 3:04,-1779310255,-536576959,5,3700,0,1428,Belkin wemo motion sensor
199026,192.168.1.193,192.168.1.223,4593,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:06,9/23/2016 3:07,1975776347,430381030,5,3700,0,1428,Belkin wemo motion sensor
199029,192.168.1.193,192.168.1.223,4595,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:06,9/23/2016 3:07,1753657701,-599446136,5,3700,0,1428,Belkin wemo motion sensor
199061,192.168.1.193,192.168.1.223,4598,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:06,9/23/2016 3:07,-176945884,112013519,5,3700,0,1428,Belkin wemo motion sensor
199090,192.168.1.193,192.168.1.249,3649,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 3:06,9/23/2016 3:07,1745425617,1863661650,2,1316,0,1150,Belkin wemo motion sensor
199093,192.168.1.193,192.168.1.223,4601,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:06,9/23/2016 3:07,67202783,-218667112,5,3700,0,1428,Belkin wemo motion sensor
199094,192.168.1.193,192.168.1.249,3651,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 3:06,9/23/2016 3:07,1673236680,470859883,2,1316,0,1150,Belkin wemo motion sensor
200037,192.168.1.193,192.168.1.223,4011,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:09,9/23/2016 3:09,214868872,41925431,5,3700,0,1428,Belkin wemo motion sensor
200077,192.168.1.193,192.168.1.223,4013,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:09,9/23/2016 3:09,-325011822,-966373503,5,3700,0,1428,Belkin wemo motion sensor
200087,192.168.1.193,192.168.1.223,4015,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:09,9/23/2016 3:09,976868212,-24766005,5,3700,0,1428,Belkin wemo motion sensor
200156,192.168.1.193,192.168.1.249,3545,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 3:09,9/23/2016 3:09,601922028,652086536,2,1316,0,1150,Belkin wemo motion sensor
200994,192.168.1.193,192.168.1.223,4024,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:12,9/23/2016 3:12,-23227684,-1453341806,5,3700,0,1428,Belkin wemo motion sensor
200997,192.168.1.193,192.168.1.249,3565,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 3:12,9/23/2016 3:12,601850158,1807881340,2,1316,0,1150,Belkin wemo motion sensor
201008,192.168.1.193,192.168.1.249,3567,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 3:12,9/23/2016 3:12,1141730852,-748737102,2,1316,0,1150,Belkin wemo motion sensor
202029,192.168.1.193,192.168.1.249,4034,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 3:14,9/23/2016 3:15,-1173927720,-1055546480,2,1316,0,1150,Belkin wemo motion sensor
202059,192.168.1.193,192.168.1.249,4039,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 3:14,9/23/2016 3:15,-863642353,-2017941761,2,1316,0,1150,Belkin wemo motion sensor
202060,192.168.1.193,192.168.1.223,4570,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:14,9/23/2016 3:15,-104300782,626656282,5,3700,0,1428,Belkin wemo motion sensor
202966,192.168.1.193,192.168.1.223,3518,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:17,9/23/2016 3:17,-173107285,-908232355,2,349,0,176,Belkin wemo motion sensor
202975,192.168.1.193,192.168.1.223,3519,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:17,9/23/2016 3:17,-1847766096,-1175597246,2,351,0,178,Belkin wemo motion sensor
202994,192.168.1.193,192.168.1.223,3522,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:17,9/23/2016 3:17,-640727174,975863451,5,3700,0,1428,Belkin wemo motion sensor
202997,192.168.1.193,192.168.1.249,4705,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 3:17,9/23/2016 3:17,-165490845,1580019188,2,1316,0,1150,Belkin wemo motion sensor
203006,192.168.1.193,192.168.1.249,4706,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 3:17,9/23/2016 3:17,969287272,-1344545723,2,1316,0,1150,Belkin wemo motion sensor
204300,192.168.1.193,192.168.1.249,4713,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 3:20,9/23/2016 3:20,56661562,395447090,2,1316,0,1150,Belkin wemo motion sensor
204301,192.168.1.193,192.168.1.249,4714,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 3:20,9/23/2016 3:20,1509201727,-592393277,2,1316,0,1150,Belkin wemo motion sensor
204316,192.168.1.193,192.168.1.223,3537,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:20,9/23/2016 3:20,1217687476,-489395128,5,3700,0,1428,Belkin wemo motion sensor
204346,192.168.1.193,192.168.1.223,3539,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:20,9/23/2016 3:20,-1847694226,-929478658,5,3700,0,1428,Belkin wemo motion sensor
205449,192.168.1.193,192.168.1.223,3523,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:22,9/23/2016 3:22,1979581311,-1482049209,5,3700,0,1428,Belkin wemo motion sensor
205478,192.168.1.193,192.168.1.249,3104,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 3:22,9/23/2016 3:22,421634263,1832724127,2,1316,0,1150,Belkin wemo motion sensor
205481,192.168.1.193,192.168.1.249,3106,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 3:22,9/23/2016 3:22,961514957,-723894315,2,1316,0,1150,Belkin wemo motion sensor
206214,192.168.1.193,192.168.1.249,3109,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 3:24,9/23/2016 3:25,-1942729448,-552467292,2,1316,0,1150,Belkin wemo motion sensor
206215,192.168.1.193,192.168.1.249,3110,49152,ec:1a:59:83:28:11,00:16:6c:ab:6b:88,6,9/23/2016 3:24,9/23/2016 3:25,-340259574,318816854,2,1316,0,1150,Belkin wemo motion sensor
207291,192.168.1.193,192.168.1.223,3597,49153,ec:1a:59:83:28:11,ec:1a:59:79:f4:89,6,9/23/2016 3:27,9/23/2016 3:27,1217328110,-998008233,5,3700,0,1428,Belkin wemo motion sensor
